                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.2279,                 14.926,                 2.9686,                      0,                      0,                      0,                      0,                  6.828,                 8.6268,                 5.7709,                  0.002,                  0.002,                  0.002
                      2,                 5.8339,                 16.396,                 5.4854,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0019604,              0.0019604,              0.0019604
                      3,                 5.4571,                  14.62,                  5.134,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0019208,              0.0019208,              0.0019208
                      4,                  5.141,                 13.387,                 4.8536,                0.15793,                0.00097,                  1e-05,                  1e-05,                 7.0855,                    inf,                 40.056,              0.0018812,              0.0018812,              0.0018812
                      5,                 4.8475,                 12.152,                 4.6581,                0.00092,                0.04516,                0.00239,                  0.001,                 4.9978,                 20.761,                 5.3619,              0.0018416,              0.0018416,              0.0018416
                      6,                 4.6733,                 11.258,                 4.4608,                0.27559,                0.00301,                0.00356,                0.00127,                 5.3051,                  39.16,                 5.6656,               0.001802,               0.001802,               0.001802
                      7,                 4.5617,                 10.528,                 4.2644,                0.23796,                0.00902,                0.00912,                0.00463,                 5.0006,                 22.728,                  5.161,              0.0017624,              0.0017624,              0.0017624
                      8,                 4.4042,                 10.171,                 4.1883,                 0.2782,                0.00451,                0.00445,                0.00214,                 4.7194,                 11.447,                 4.6886,              0.0017228,              0.0017228,              0.0017228
                      9,                 4.3022,                 9.4728,                 4.1204,                0.18358,                0.00576,                0.00627,                0.00248,                 4.4495,                 10.493,                 4.3332,              0.0016832,              0.0016832,              0.0016832
                     10,                 4.2989,                 9.2868,                 4.0367,                0.29355,                0.00902,                0.01354,                0.00619,                 4.3597,                 8.4414,                 4.2287,              0.0016436,              0.0016436,              0.0016436
                     11,                 4.1449,                   8.86,                 3.9072,                0.17852,                0.04194,                0.01241,                0.00468,                 4.3469,                 8.3438,                  4.124,               0.001604,               0.001604,               0.001604
                     12,                 4.0959,                 8.4861,                 3.8734,                0.28336,                 0.0181,                0.01613,                0.00783,                 4.2082,                 7.7174,                 4.0869,              0.0015644,              0.0015644,              0.0015644
                     13,                 3.9937,                 8.3346,                 3.7996,                0.41063,                 0.0181,                0.02098,                0.00881,                 4.1325,                 7.4328,                 3.9234,              0.0015248,              0.0015248,              0.0015248
                     14,                 3.9629,                   8.11,                 3.7286,                0.39406,                 0.0151,                0.01656,                0.00762,                 3.9511,                 7.3791,                 3.8423,              0.0014852,              0.0014852,              0.0014852
                     15,                 3.9381,                 7.8892,                 3.7727,                0.50191,                0.03476,                0.02321,                0.00967,                 4.0828,                 7.6594,                 3.9743,              0.0014456,              0.0014456,              0.0014456
                     16,                 3.9093,                 7.8093,                 3.6634,                0.49923,                0.01849,                0.02421,                0.01117,                 4.1887,                  7.428,                 3.9426,               0.001406,               0.001406,               0.001406
                     17,                 3.9016,                 7.8028,                 3.6976,                0.56206,                0.01567,                0.02683,                  0.014,                 3.9324,                 7.1695,                 3.7537,              0.0013664,              0.0013664,              0.0013664
                     18,                 3.8581,                 7.7527,                 3.6719,                0.50728,                0.02457,                0.02746,                0.01288,                 3.9357,                 7.3145,                   3.75,              0.0013268,              0.0013268,              0.0013268
                     19,                 3.7885,                 7.6167,                  3.587,                0.60232,                0.03364,                 0.0368,                0.01839,                 3.9415,                 7.2773,                 3.6998,              0.0012872,              0.0012872,              0.0012872
                     20,                 3.6853,                 7.4968,                 3.5522,                0.56704,                0.02351,                0.02796,                0.01461,                 3.8487,                 7.1097,                 3.5801,              0.0012476,              0.0012476,              0.0012476
                     21,                 3.6958,                 7.4168,                 3.5337,                0.45326,                0.03476,                0.04513,                0.02238,                 3.9087,                 7.1906,                 3.7659,               0.001208,               0.001208,               0.001208
                     22,                 3.6796,                 7.3214,                 3.5241,                 0.4975,                0.03616,                0.04366,                0.02296,                 3.8497,                 7.0139,                 3.6691,              0.0011684,              0.0011684,              0.0011684
                     23,                 3.6553,                 7.1953,                 3.4679,                0.55784,                0.02708,                0.04335,                0.02315,                 3.7712,                 6.8491,                 3.5614,              0.0011288,              0.0011288,              0.0011288
                     24,                 3.6264,                 7.1403,                 3.4266,                0.51963,                 0.0359,                0.05261,                0.02796,                 3.8341,                 6.9342,                 3.5862,              0.0010892,              0.0010892,              0.0010892
                     25,                 3.5735,                 7.0564,                 3.4033,                0.57131,                0.03875,                0.05959,                0.03252,                 3.7007,                 7.2682,                 3.5157,              0.0010496,              0.0010496,              0.0010496
                     26,                 3.5903,                 6.8875,                 3.4786,                0.68306,                0.04245,                0.05463,                0.02641,                 3.8249,                  7.246,                 3.5693,                0.00101,                0.00101,                0.00101
                     27,                 3.5448,                 6.8575,                  3.367,                0.58445,                0.04836,                0.05693,                0.03005,                 3.6314,                 6.7029,                 3.4455,              0.0009704,              0.0009704,              0.0009704
                     28,                 3.4894,                  6.765,                 3.3082,                0.60575,                0.05119,                0.05233,                0.02491,                   3.72,                 6.6612,                 3.5078,              0.0009308,              0.0009308,              0.0009308
                     29,                 3.5588,                 6.7782,                 3.3687,                0.57034,                0.05094,                0.05684,                 0.0264,                 3.8877,                 7.0093,                 3.5425,              0.0008912,              0.0008912,              0.0008912
                     30,                 3.4965,                 6.6506,                 3.2882,                0.63727,                0.04699,                0.08206,                0.03858,                 3.7483,                 6.7619,                 3.5733,              0.0008516,              0.0008516,              0.0008516
                     31,                 3.4362,                 6.6658,                 3.3015,                0.56274,                0.04872,                0.05613,                0.02767,                 3.6883,                 6.6311,                 3.4839,               0.000812,               0.000812,               0.000812
                     32,                  3.399,                  6.417,                  3.249,                0.57928,                 0.0471,                0.05277,                0.02769,                 3.6333,                 6.6453,                 3.4329,              0.0007724,              0.0007724,              0.0007724
                     33,                 3.3767,                 6.4423,                 3.2113,                0.57753,                0.05398,                0.06052,                0.03229,                 3.7441,                 6.6227,                 3.4663,              0.0007328,              0.0007328,              0.0007328
                     34,                 3.3607,                 6.3916,                  3.188,                0.62415,                0.04966,                0.05149,                0.02981,                 3.7015,                 6.9424,                  3.449,              0.0006932,              0.0006932,              0.0006932
                     35,                 3.3938,                 6.2608,                 3.2332,                0.61155,                0.05601,                0.07323,                 0.0378,                 3.6367,                 6.6356,                 3.3924,              0.0006536,              0.0006536,              0.0006536
                     36,                 3.3208,                 6.2754,                 3.1646,                0.62308,                0.06168,                0.07507,                0.03544,                 3.6933,                 6.5112,                 3.4388,               0.000614,               0.000614,               0.000614
                     37,                  3.275,                 6.1985,                 3.1164,                0.56269,                0.05654,                0.06454,                0.03093,                 3.7017,                 6.5637,                  3.474,              0.0005744,              0.0005744,              0.0005744
                     38,                 3.2801,                 6.2082,                 3.1758,                0.63027,                0.06287,                0.05369,                0.02787,                 3.5868,                 6.4085,                 3.4238,              0.0005348,              0.0005348,              0.0005348
                     39,                 3.2034,                  6.083,                 3.1388,                0.63899,                0.06902,                0.06775,                0.03551,                 3.6568,                  6.215,                 3.4853,              0.0004952,              0.0004952,              0.0004952
                     40,                 3.2322,                 6.0895,                 3.0976,                0.65271,                0.06061,                0.05712,                0.03142,                 3.6714,                 6.3862,                 3.4458,              0.0004556,              0.0004556,              0.0004556
                     41,                 3.2099,                 6.1145,                 3.0826,                0.68656,                0.06174,                 0.0644,                 0.0378,                 3.6284,                 6.4128,                 3.3783,               0.000416,               0.000416,               0.000416
                     42,                 3.1287,                 5.9116,                 3.0376,                0.65536,                0.06276,                0.06927,                0.04102,                 3.5927,                 6.3873,                 3.3698,              0.0003764,              0.0003764,              0.0003764
                     43,                 3.1148,                  5.888,                 2.9775,                0.65234,                0.06475,                0.06946,                0.04139,                 3.5603,                 6.5084,                   3.36,              0.0003368,              0.0003368,              0.0003368
                     44,                 3.0942,                 5.9361,                 2.9486,                0.64778,                0.06307,                0.07047,                0.04096,                 3.5937,                 6.5171,                 3.3857,              0.0002972,              0.0002972,              0.0002972
                     45,                 3.1274,                 5.9202,                 3.0229,                0.66878,                0.07252,                0.07585,                0.04042,                 3.6341,                 6.3435,                 3.3988,              0.0002576,              0.0002576,              0.0002576
                     46,                 3.0955,                 5.8155,                 3.0078,                0.67485,                0.06508,                0.07074,                0.03755,                 3.5749,                 6.3569,                 3.3689,               0.000218,               0.000218,               0.000218
                     47,                 3.0381,                 5.7218,                 2.9415,                0.66765,                0.06786,                0.07238,                0.03827,                 3.5636,                 6.3421,                 3.3691,              0.0001784,              0.0001784,              0.0001784
                     48,                 3.1232,                 5.6533,                 3.0184,                0.65804,                0.06809,                0.07446,                 0.0403,                 3.5875,                 6.2893,                 3.3727,              0.0001388,              0.0001388,              0.0001388
                     49,                 2.9722,                 5.6736,                 2.9253,                0.66111,                0.06809,                0.07236,                0.03745,                 3.6146,                 6.2846,                 3.3813,               9.92e-05,               9.92e-05,               9.92e-05
                     50,                 3.0492,                 5.6275,                 2.9852,                0.65286,                0.07287,                0.07002,                0.03705,                 3.6195,                 6.2488,                 3.3799,               5.96e-05,               5.96e-05,               5.96e-05
