                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.604,                 5.2882,                 1.5213,                      0,                      0,                      0,                      0,                  2.551,                 4.3861,                 2.3506,                  0.002,                  0.002,                  0.002
                      2,                 2.3795,                 5.4558,                 2.2632,                 0.0003,                0.02859,                 0.0002,                  3e-05,                 3.9063,                    inf,                 57.991,              0.0019604,              0.0019604,              0.0019604
                      3,                 2.2582,                 4.9599,                 2.1613,                0.31706,                 0.0141,                0.00073,                0.00021,                 2.8213,                 13.688,                 5.5455,              0.0019208,              0.0019208,              0.0019208
                      4,                 2.1472,                 4.7242,                 2.1147,                   0.28,                0.02634,                 0.0167,                0.00622,                 2.3596,                 4.4188,                 2.9126,              0.0018812,              0.0018812,              0.0018812
                      5,                 2.0666,                 4.4628,                 2.0424,                0.33222,                0.04763,                0.01284,                0.00515,                 2.3538,                 8.8097,                 2.5817,              0.0018416,              0.0018416,              0.0018416
                      6,                 2.0253,                  4.264,                 1.9989,                0.28241,                0.07895,                0.01633,                0.00645,                 2.1209,                 7.2486,                 2.2273,               0.001802,               0.001802,               0.001802
                      7,                 1.9531,                 4.0996,                 1.9368,                0.51338,                 0.0429,                0.03322,                0.01706,                 2.1498,                  3.721,                 2.1694,              0.0017624,              0.0017624,              0.0017624
                      8,                 1.9186,                 4.0215,                 1.8763,                0.48236,                0.06932,                 0.0414,                0.02079,                 1.9884,                 3.4586,                 1.9786,              0.0017228,              0.0017228,              0.0017228
                      9,                 1.8678,                 3.7851,                 1.8528,                0.58252,                 0.0537,                0.04644,                0.02546,                 1.8785,                 3.3601,                  1.872,              0.0016832,              0.0016832,              0.0016832
                     10,                 1.8195,                 3.7384,                 1.7792,                 0.5838,                0.06755,                0.04804,                0.02375,                 1.9345,                 3.3749,                 1.9089,              0.0016436,              0.0016436,              0.0016436
                     11,                 1.8436,                  3.562,                 1.7703,                0.58636,                0.06858,                0.05788,                0.03051,                 1.9352,                 3.5274,                 1.9332,               0.001604,               0.001604,               0.001604
                     12,                   1.79,                 3.4407,                  1.751,                0.63394,                0.06565,                0.04936,                 0.0264,                 1.7889,                 3.1684,                 1.7456,              0.0015644,              0.0015644,              0.0015644
                     13,                 1.7671,                 3.3814,                 1.7463,                0.56285,                0.06373,                0.04853,                0.02499,                 1.8547,                 3.2225,                 1.7846,              0.0015248,              0.0015248,              0.0015248
                     14,                 1.7057,                 3.2926,                 1.6643,                0.53059,                0.07537,                0.06935,                0.03327,                  1.771,                  3.117,                 1.7276,              0.0014852,              0.0014852,              0.0014852
