                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.362,                 5.0332,                 1.3435,                      0,                      0,                      0,                      0,                 1.1679,                 4.1838,                 1.1662,                0.06962,                0.00062,                0.00062
                      2,                 1.3308,                  4.875,                 1.3095,                      0,                      0,                      0,                      0,                 1.1754,                 4.1533,                  1.158,               0.038235,              0.0012351,              0.0012351
                      3,                 1.3089,                 4.7534,                 1.2805,                0.02947,                0.11528,                0.04757,                0.03067,                 1.1761,                 4.0954,                 1.1814,              0.0068248,              0.0018248,              0.0018248
                      4,                 1.3009,                  4.678,                 1.3154,                 0.5392,                0.07316,                0.07036,                0.04034,                 1.2578,                 3.7632,                 1.2739,              0.0018812,              0.0018812,              0.0018812
                      5,                 1.3532,                 4.5089,                 1.3446,                0.51512,                 0.0673,                0.05864,                0.04161,                 1.3773,                 3.3721,                 1.3724,              0.0018416,              0.0018416,              0.0018416
                      6,                 1.3502,                  4.349,                 1.3463,                 0.4272,                0.09252,                0.08089,                0.05398,                 1.4107,                 3.1856,                 1.4278,               0.001802,               0.001802,               0.001802
                      7,                  1.331,                 4.1344,                 1.3226,                0.61971,                0.11069,                0.08845,                 0.0606,                 1.3841,                 2.9686,                 1.4116,              0.0017624,              0.0017624,              0.0017624
                      8,                 1.3147,                 4.1895,                 1.3434,                0.68012,                0.09727,                0.09111,                  0.061,                 1.4138,                 2.9372,                 1.4272,              0.0017228,              0.0017228,              0.0017228
                      9,                 1.2938,                 3.8992,                 1.3247,                0.71746,                0.11236,                0.09885,                0.06661,                  1.417,                 2.8681,                 1.3999,              0.0016832,              0.0016832,              0.0016832
                     10,                 1.3167,                 3.9554,                 1.3025,                0.55869,                0.12782,                0.10004,                0.06768,                 1.4073,                 2.8284,                 1.3724,              0.0016436,              0.0016436,              0.0016436
                     11,                 1.3267,                 3.7823,                 1.2879,                 0.7998,                0.10596,                0.12626,                0.08244,                 1.4429,                 2.7518,                 1.3827,               0.001604,               0.001604,               0.001604
                     12,                 1.2922,                 3.6552,                 1.2763,                0.52913,                0.14109,                0.13523,                0.09055,                 1.4022,                 2.7876,                 1.4051,              0.0015644,              0.0015644,              0.0015644
                     13,                 1.2591,                  3.614,                 1.2696,                0.67117,                 0.1567,                0.14491,                0.09341,                 1.4092,                 2.7433,                 1.3768,              0.0015248,              0.0015248,              0.0015248
                     14,                 1.2556,                 3.5547,                 1.2452,                0.75514,                0.11214,                0.14213,                0.09786,                 1.4193,                 2.6858,                 1.3902,              0.0014852,              0.0014852,              0.0014852
                     15,                 1.2424,                 3.5082,                 1.2493,                0.79891,                0.15094,                0.14802,                0.09938,                 1.4135,                 2.6182,                 1.3726,              0.0014456,              0.0014456,              0.0014456
                     16,                 1.2242,                 3.4324,                 1.2345,                 0.7799,                0.14768,                0.14946,                0.09377,                 1.4515,                 2.5801,                 1.4041,               0.001406,               0.001406,               0.001406
                     17,                 1.2239,                 3.3663,                 1.2315,                0.61424,                0.16085,                0.15554,                0.09961,                 1.4263,                 2.5564,                 1.3763,              0.0013664,              0.0013664,              0.0013664
                     18,                 1.2061,                 3.3867,                  1.215,                0.76595,                0.13693,                0.15322,                0.09583,                 1.4427,                 2.5785,                  1.407,              0.0013268,              0.0013268,              0.0013268
                     19,                 1.2009,                 3.3761,                 1.1894,                0.52656,                0.17604,                0.16228,                0.10903,                  1.433,                 2.5853,                 1.4129,              0.0012872,              0.0012872,              0.0012872
                     20,                 1.1529,                 3.2775,                 1.1929,                0.66918,                0.16199,                0.16819,                0.10547,                 1.4416,                 2.6107,                 1.4123,              0.0012476,              0.0012476,              0.0012476
                     21,                 1.1635,                 3.1546,                 1.1862,                0.46708,                0.22438,                0.16964,                0.10495,                 1.4579,                 2.6101,                 1.4432,               0.001208,               0.001208,               0.001208
                     22,                 1.1652,                 3.1052,                 1.1906,                 0.7001,                0.17323,                0.16577,                 0.1083,                 1.3952,                  2.545,                 1.3995,              0.0011684,              0.0011684,              0.0011684
                     23,                 1.1527,                 3.0884,                 1.1716,                0.50066,                0.18305,                0.16698,                0.11061,                 1.4296,                  2.485,                 1.4021,              0.0011288,              0.0011288,              0.0011288
                     24,                    1.1,                 3.0332,                 1.1364,                0.42962,                0.19569,                0.16514,                0.09993,                 1.4432,                 2.5522,                 1.4028,              0.0010892,              0.0010892,              0.0010892
                     25,                 1.1178,                 3.0239,                 1.1524,                 0.3525,                0.18722,                0.16032,                0.09709,                 1.4475,                 2.5746,                 1.4023,              0.0010496,              0.0010496,              0.0010496
                     26,                 1.1085,                 3.0001,                 1.1585,                0.72523,                0.14564,                0.16967,                0.10384,                 1.4344,                 2.5748,                 1.4101,                0.00101,                0.00101,                0.00101
                     27,                 1.0897,                 2.9022,                 1.1465,                0.30485,                0.21004,                0.16051,                0.10256,                 1.4408,                 2.6002,                 1.4043,              0.0009704,              0.0009704,              0.0009704
                     28,                 1.0701,                 2.8131,                 1.1256,                0.54627,                  0.183,                0.17122,                0.10215,                 1.4474,                 2.5889,                 1.3971,              0.0009308,              0.0009308,              0.0009308
                     29,                 1.0765,                 2.8743,                 1.1323,                0.65788,                 0.1755,                0.17324,                0.10995,                 1.4234,                 2.5052,                 1.3969,              0.0008912,              0.0008912,              0.0008912
                     30,                 1.0977,                 2.7878,                 1.1257,                0.32747,                0.21176,                0.18521,                0.11456,                 1.4521,                  2.485,                 1.4261,              0.0008516,              0.0008516,              0.0008516
                     31,                 1.0753,                 2.7449,                 1.1166,                0.52105,                0.19304,                0.19116,                 0.1183,                 1.4411,                  2.532,                 1.4065,               0.000812,               0.000812,               0.000812
                     32,                 1.0432,                 2.6604,                  1.095,                0.39016,                0.22647,                0.19626,                0.11721,                 1.4187,                 2.5578,                 1.4034,              0.0007724,              0.0007724,              0.0007724
                     33,                 1.0263,                 2.6149,                  1.101,                0.48349,                0.22259,                0.19136,                0.11651,                 1.4506,                 2.4954,                 1.4012,              0.0007328,              0.0007328,              0.0007328
                     34,                 1.0533,                 2.6869,                 1.1011,                0.49809,                0.21525,                0.19269,                0.11432,                 1.4516,                 2.4754,                 1.4156,              0.0006932,              0.0006932,              0.0006932
                     35,                 1.0393,                 2.5866,                 1.0998,                0.38786,                0.25006,                0.18789,                0.11555,                 1.4309,                 2.4087,                 1.3892,              0.0006536,              0.0006536,              0.0006536
                     36,                 1.0292,                 2.6106,                 1.0927,                0.40393,                0.20697,                0.18538,                0.11196,                   1.45,                 2.4674,                 1.4007,               0.000614,               0.000614,               0.000614
                     37,                0.99762,                 2.5514,                 1.0733,                0.37723,                0.22813,                0.18369,                0.11089,                  1.426,                 2.5173,                 1.3862,              0.0005744,              0.0005744,              0.0005744
                     38,                0.97404,                  2.541,                 1.0711,                 0.3787,                0.22411,                0.18897,                0.11585,                 1.4177,                 2.4854,                 1.3921,              0.0005348,              0.0005348,              0.0005348
                     39,                0.96156,                 2.4846,                 1.0742,                0.43169,                0.22473,                0.19996,                0.12219,                 1.4374,                 2.4691,                 1.3967,              0.0004952,              0.0004952,              0.0004952
                     40,                0.97982,                 2.5236,                 1.0681,                0.49011,                0.20767,                0.20166,                0.12457,                 1.4391,                 2.4796,                 1.4048,              0.0004556,              0.0004556,              0.0004556
                     41,                0.96141,                 2.4994,                 1.0495,                0.49287,                0.20507,                0.19631,                0.12521,                  1.439,                 2.4669,                 1.3894,               0.000416,               0.000416,               0.000416
                     42,                0.94035,                 2.4053,                 1.0547,                0.39799,                0.24566,                 0.1988,                0.12335,                 1.4356,                 2.4826,                 1.4083,              0.0003764,              0.0003764,              0.0003764
                     43,                0.95561,                 2.4395,                 1.0392,                0.33021,                0.26631,                0.19749,                0.12294,                 1.4495,                  2.486,                 1.4203,              0.0003368,              0.0003368,              0.0003368
                     44,                0.97645,                 2.4801,                 1.0447,                0.38766,                0.25096,                0.18724,                0.11747,                 1.4394,                 2.4774,                 1.4243,              0.0002972,              0.0002972,              0.0002972
                     45,                0.95299,                 2.4865,                 1.0542,                0.33424,                0.26712,                0.18948,                0.11688,                 1.4521,                 2.4792,                 1.4369,              0.0002576,              0.0002576,              0.0002576
                     46,                0.93357,                 2.4238,                 1.0526,                0.34141,                0.24677,                0.19118,                0.11695,                 1.4524,                 2.5075,                 1.4265,               0.000218,               0.000218,               0.000218
                     47,                0.93182,                 2.3673,                 1.0304,                0.51308,                0.18635,                0.20183,                0.12427,                 1.4455,                 2.5163,                 1.4214,              0.0001784,              0.0001784,              0.0001784
                     48,                0.92215,                 2.3485,                 1.0512,                 0.4511,                0.20379,                0.19322,                0.11985,                 1.4392,                 2.5137,                 1.4258,              0.0001388,              0.0001388,              0.0001388
                     49,                0.90567,                 2.3318,                 1.0449,                 0.4562,                0.20284,                0.18764,                0.11442,                 1.4404,                 2.4921,                  1.427,               9.92e-05,               9.92e-05,               9.92e-05
                     50,                0.90754,                 2.3432,                 1.0407,                0.45767,                0.20115,                0.18489,                0.11356,                 1.4405,                 2.4826,                 1.4268,               5.96e-05,               5.96e-05,               5.96e-05
