                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.2253,                 14.924,                 2.9688,                      0,                      0,                      0,                      0,                 6.8318,                 8.6334,                 5.7602,                  0.002,                  0.002,                  0.002
                      2,                 5.6812,                 16.273,                 5.2533,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0019604,              0.0019604,              0.0019604
                      3,                 5.2362,                 14.344,                 4.8678,                      0,                      0,                      0,                      0,                    nan,                    nan,                    nan,              0.0019208,              0.0019208,              0.0019208
                      4,                 4.9204,                 13.126,                 4.4995,                0.00015,                 0.0081,                0.00024,                  5e-05,                  6.466,                    inf,                 18.848,              0.0018812,              0.0018812,              0.0018812
                      5,                 4.6162,                 11.855,                  4.256,                0.00304,                0.05514,                0.00208,                0.00086,                 5.3444,                    inf,                 6.4581,              0.0018416,              0.0018416,              0.0018416
                      6,                 4.5197,                 11.023,                 4.2276,                0.00144,                 0.1007,                0.00306,                0.00113,                 4.7501,                  33.86,                 4.9771,               0.001802,               0.001802,               0.001802
                      7,                 4.3269,                 10.263,                 4.0895,                0.28973,                0.00602,                 0.0084,                0.00435,                  4.572,                 22.314,                 4.7194,              0.0017624,              0.0017624,              0.0017624
                      8,                  4.239,                 9.8697,                 4.0474,                0.17399,                0.00902,                0.01582,                 0.0065,                 4.2871,                 10.149,                 4.1574,              0.0017228,              0.0017228,              0.0017228
                      9,                 4.1247,                 9.0837,                 3.9779,                0.28339,                0.01203,                0.01831,                0.00889,                 4.3597,                 8.1959,                 4.2469,              0.0016832,              0.0016832,              0.0016832
                     10,                 4.0924,                 8.8645,                 3.8645,                0.11206,                 0.0284,                 0.0227,                0.01026,                 4.2022,                 8.1791,                 3.9199,              0.0016436,              0.0016436,              0.0016436
                     11,                 4.0783,                 8.5816,                 3.8264,                0.12027,                0.03606,                0.03168,                0.01432,                 4.0953,                 8.3589,                 3.8779,               0.001604,               0.001604,               0.001604
                     12,                 3.9816,                 8.1214,                 3.7188,                0.12369,                0.03718,                0.02971,                0.01575,                 4.0015,                 8.3052,                  3.867,              0.0015644,              0.0015644,              0.0015644
                     13,                 3.8005,                 8.0367,                 3.6315,                0.22826,                0.03822,                0.03631,                0.01732,                 3.8191,                 7.4635,                 3.6905,              0.0015248,              0.0015248,              0.0015248
                     14,                 3.7631,                 7.7708,                 3.5331,                0.27111,                0.03886,                0.03789,                0.01875,                 3.8608,                 7.0581,                 3.6699,              0.0014852,              0.0014852,              0.0014852
                     15,                 3.7104,                  7.578,                 3.5451,                0.44653,                 0.0271,                 0.0328,                0.01732,                 3.7769,                 7.3346,                 3.6778,              0.0014456,              0.0014456,              0.0014456
                     16,                 3.6529,                 7.4914,                 3.4349,                0.40689,                0.04332,                0.06549,                0.03159,                 3.8274,                 7.1666,                  3.649,               0.001406,               0.001406,               0.001406
                     17,                 3.6997,                 7.3932,                 3.5179,                0.50713,                0.02629,                0.03634,                0.02035,                 3.7671,                 7.1091,                 3.5531,              0.0013664,              0.0013664,              0.0013664
                     18,                 3.7333,                 7.4101,                 3.4755,                0.32825,                0.12403,                0.05056,                0.02469,                 3.8239,                 7.3144,                 3.5543,              0.0013268,              0.0013268,              0.0013268
                     19,                 3.6419,                 7.3373,                 3.3676,                0.40636,                0.02423,                0.02619,                0.01379,                 3.7179,                 7.4869,                 3.5168,              0.0012872,              0.0012872,              0.0012872
                     20,                 3.5288,                 7.1639,                 3.3512,                0.56264,                0.04261,                0.04668,                0.01926,                  3.706,                 6.9732,                 3.5332,              0.0012476,              0.0012476,              0.0012476
                     21,                 3.5165,                 7.0376,                 3.3862,                0.58066,                0.05197,                0.04948,                0.02758,                 3.7527,                 6.6128,                 3.6104,               0.001208,               0.001208,               0.001208
                     22,                 3.5132,                  6.938,                 3.3453,                0.76303,                0.04378,                0.03902,                0.01941,                 3.7907,                 6.7751,                 3.6032,              0.0011684,              0.0011684,              0.0011684
                     23,                 3.5118,                 6.8352,                 3.3351,                0.64544,                0.05588,                0.04856,                0.02713,                  3.665,                 6.5472,                  3.478,              0.0011288,              0.0011288,              0.0011288
                     24,                 3.4534,                 6.7753,                 3.3018,                0.66141,                0.04868,                0.04572,                0.02391,                 3.6291,                 6.6639,                 3.5079,              0.0010892,              0.0010892,              0.0010892
                     25,                 3.4025,                 6.7581,                 3.2463,                0.62642,                0.03954,                0.04828,                0.02245,                 3.6285,                 6.5443,                 3.4757,              0.0010496,              0.0010496,              0.0010496
                     26,                 3.4341,                 6.5447,                 3.3222,                0.64629,                 0.0435,                 0.0417,                 0.0186,                 3.7069,                 6.9341,                 3.5193,                0.00101,                0.00101,                0.00101
                     27,                 3.3649,                 6.5077,                 3.2481,                0.64092,                0.05679,                0.05692,                0.03123,                 3.5459,                 6.2686,                 3.3768,              0.0009704,              0.0009704,              0.0009704
                     28,                 3.2456,                 6.3774,                 3.1501,                0.64427,                0.04515,                0.05928,                0.02826,                 3.5109,                 6.3917,                  3.366,              0.0009308,              0.0009308,              0.0009308
