                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                 1.3717,                 2.3886,                 1.4596,                0.47944,                0.14634,                0.11561,                0.06315,                  1.714,                 2.7697,                 1.7756,              0.0006536,              0.0006536,              0.0006536
                     36,                  1.372,                 2.3682,                 1.4475,                0.37549,                0.19076,                0.11535,                 0.0661,                 1.6666,                 2.8667,                 1.7481,               0.000614,               0.000614,               0.000614
                     37,                 1.3573,                 2.3195,                 1.4362,                0.36281,                 0.1359,                0.10024,                0.05933,                 1.6934,                 2.7764,                 1.7808,              0.0005744,              0.0005744,              0.0005744
                     38,                 1.3238,                 2.3193,                 1.4344,                0.44003,                0.12649,                0.10279,                0.06024,                 1.6699,                 2.8169,                 1.7558,              0.0005348,              0.0005348,              0.0005348
                     39,                 1.3056,                  2.288,                 1.4251,                0.51348,                 0.1199,                0.11236,                0.06221,                 1.6887,                 2.8037,                 1.7373,              0.0004952,              0.0004952,              0.0004952
                     40,                 1.3427,                 2.2247,                 1.4401,                0.40899,                0.13323,                0.10314,                0.05945,                 1.6717,                  2.881,                 1.7648,              0.0004556,              0.0004556,              0.0004556
                     41,                 1.2862,                  2.239,                 1.4186,                0.48188,                0.12791,                0.10632,                0.05856,                 1.6957,                 2.8561,                 1.8039,               0.000416,               0.000416,               0.000416
                     42,                  1.286,                 2.1515,                  1.403,                 0.5535,                 0.1274,                0.12241,                0.06729,                 1.6925,                 2.8384,                  1.791,              0.0003764,              0.0003764,              0.0003764
                     43,                 1.2538,                 2.0838,                 1.3601,                0.37441,                0.16093,                 0.1116,                0.06707,                 1.6885,                 2.8893,                 1.7943,              0.0003368,              0.0003368,              0.0003368
                     44,                 1.2486,                 2.1101,                 1.3644,                0.44031,                0.14944,                0.11272,                0.06581,                 1.6834,                 2.8687,                 1.7887,              0.0002972,              0.0002972,              0.0002972
                     45,                 1.2714,                 2.1134,                 1.3813,                0.45191,                0.12222,                0.11638,                0.06733,                 1.6769,                 2.8405,                 1.7818,              0.0002576,              0.0002576,              0.0002576
                     46,                 1.2521,                 2.1038,                 1.3881,                 0.5131,                0.12425,                0.11756,                0.06809,                 1.6905,                 2.8252,                 1.8028,               0.000218,               0.000218,               0.000218
                     47,                 1.2329,                 2.0255,                 1.3486,                0.49228,                0.14195,                0.12056,                0.06981,                 1.7049,                 2.8018,                 1.8132,              0.0001784,              0.0001784,              0.0001784
                     48,                 1.2429,                 2.0351,                 1.3763,                0.42646,                0.13613,                0.12275,                0.07044,                 1.7006,                 2.8177,                 1.8073,              0.0001388,              0.0001388,              0.0001388
                     49,                 1.1812,                  1.955,                 1.3358,                0.67056,                0.12651,                0.12952,                0.07033,                 1.6928,                 2.8323,                 1.7999,               9.92e-05,               9.92e-05,               9.92e-05
                     50,                 1.2196,                 1.9806,                 1.3541,                 0.6006,                0.12749,                0.12905,                0.06933,                 1.6951,                 2.8317,                 1.8036,               5.96e-05,               5.96e-05,               5.96e-05
