                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3568,                 5.0643,                 1.3527,                      0,                      0,                      0,                      0,                 1.1756,                 4.1946,                 1.1637,                  0.002,                  0.002,                  0.002
                      2,                 1.3418,                 4.9067,                 1.3196,                      0,                      0,                      0,                      0,                 1.1833,                 4.1795,                 1.1705,              0.0019604,              0.0019604,              0.0019604
                      3,                  1.328,                 4.7864,                  1.303,                0.03737,                0.11259,                0.04304,                0.03236,                 1.1932,                  4.058,                 1.1856,              0.0019208,              0.0019208,              0.0019208
                      4,                 1.3275,                 4.6451,                 1.2969,                0.53635,                0.04782,                0.05069,                0.03664,                 1.2743,                 3.7239,                 1.2629,              0.0018812,              0.0018812,              0.0018812
                      5,                 1.3421,                 4.5093,                 1.3574,                 0.4248,                0.07534,                0.05946,                0.03929,                 1.4227,                  3.312,                 1.4223,              0.0018416,              0.0018416,              0.0018416
                      6,                 1.3788,                 4.3397,                 1.3734,                0.55799,                0.07752,                0.08145,                0.05572,                  1.423,                 3.0821,                 1.4282,               0.001802,               0.001802,               0.001802
                      7,                 1.3105,                 4.1598,                 1.3289,                0.69117,                0.08064,                0.09268,                0.06163,                  1.403,                 2.9371,                 1.4512,              0.0017624,              0.0017624,              0.0017624
                      8,                 1.3353,                 4.2285,                 1.3663,                0.73313,                0.11894,                0.10253,                0.06759,                 1.4308,                 2.8507,                 1.4433,              0.0017228,              0.0017228,              0.0017228
                      9,                 1.3068,                 3.9515,                 1.3166,                0.79493,                0.09722,                0.10848,                0.07087,                 1.3858,                 2.8204,                 1.3803,              0.0016832,              0.0016832,              0.0016832
                     10,                  1.302,                 3.9657,                 1.3008,                0.67037,                0.12236,                0.10665,                0.07209,                  1.392,                  2.779,                  1.377,              0.0016436,              0.0016436,              0.0016436
