                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     22,                 1.5136,                 3.4391,                  1.548,                0.69226,                0.15744,                0.15797,                 0.0775,                 1.7949,                 2.6515,                 1.6129,              0.0011684,              0.0011684,              0.0011684
                     23,                 1.4435,                 3.4359,                 1.5056,                0.55171,                0.18577,                0.16101,                0.08056,                  1.781,                 2.5645,                 1.6005,              0.0011288,              0.0011288,              0.0011288
                     24,                 1.4713,                  3.446,                 1.5032,                0.60709,                0.18818,                0.15911,                0.07845,                 1.8233,                 2.6778,                 1.6564,              0.0010892,              0.0010892,              0.0010892
                     25,                   1.43,                 3.3873,                 1.4904,                0.51174,                0.20853,                0.16969,                0.08535,                 1.8221,                 2.6473,                  1.646,              0.0010496,              0.0010496,              0.0010496
                     26,                 1.4474,                 3.4349,                 1.5084,                0.81083,                0.15361,                0.15669,                 0.0792,                 1.7291,                 2.5843,                 1.5764,                0.00101,                0.00101,                0.00101
                     27,                 1.3948,                 3.3729,                 1.4724,                0.48196,                0.18972,                0.15489,                0.08066,                 1.7146,                 2.5597,                 1.5589,              0.0009704,              0.0009704,              0.0009704
                     28,                 1.4193,                 3.3375,                 1.4666,                 0.6169,                0.15468,                0.15205,                0.07884,                 1.7804,                 2.6268,                  1.609,              0.0009308,              0.0009308,              0.0009308
                     29,                  1.405,                 3.2625,                 1.4587,                0.58378,                0.17719,                0.17429,                0.08887,                 1.7436,                  2.569,                 1.5881,              0.0008912,              0.0008912,              0.0008912
                     30,                  1.413,                 3.3041,                  1.471,                0.69723,                0.15385,                0.16072,                0.07721,                 1.8082,                 2.6483,                 1.6528,              0.0008516,              0.0008516,              0.0008516
                     31,                 1.3661,                 3.2624,                 1.4566,                 0.6434,                0.14145,                0.16245,                0.08447,                 1.7105,                 2.5359,                 1.5589,               0.000812,               0.000812,               0.000812
                     32,                 1.4139,                 3.2034,                 1.4928,                0.64202,                0.14403,                0.16473,                0.08592,                 1.6656,                 2.5546,                 1.5179,              0.0007724,              0.0007724,              0.0007724
                     33,                 1.3571,                  3.088,                 1.4283,                0.87467,                 0.1318,                0.18089,                0.09093,                 1.7138,                 2.5656,                 1.5616,              0.0007328,              0.0007328,              0.0007328
                     34,                 1.3903,                 3.1905,                  1.439,                0.74119,                0.15556,                 0.1793,                0.09434,                 1.7006,                 2.5117,                 1.5376,              0.0006932,              0.0006932,              0.0006932
                     35,                 1.3623,                 3.0361,                 1.4192,                0.41387,                0.21562,                0.18817,                0.09726,                 1.7051,                 2.5094,                 1.5437,              0.0006536,              0.0006536,              0.0006536
                     36,                 1.3771,                 3.0859,                 1.4424,                0.51661,                0.18689,                 0.1912,                0.10404,                  1.681,                 2.4941,                 1.5282,               0.000614,               0.000614,               0.000614
                     37,                 1.3453,                 3.0065,                 1.4013,                0.42882,                 0.2136,                0.19222,                0.09748,                 1.7125,                 2.4885,                 1.5462,              0.0005744,              0.0005744,              0.0005744
                     38,                 1.3829,                 3.1357,                 1.4394,                 0.4707,                0.21155,                0.19425,                0.09635,                 1.7483,                  2.468,                 1.5751,              0.0005348,              0.0005348,              0.0005348
                     39,                 1.3568,                   3.07,                 1.4048,                0.47552,                0.21037,                0.19013,                0.09644,                 1.7056,                 2.4678,                 1.5442,              0.0004952,              0.0004952,              0.0004952
                     40,                 1.3757,                 3.0656,                  1.433,                 0.5219,                 0.2002,                0.18893,                0.09038,                 1.7641,                 2.5623,                 1.6033,              0.0004556,              0.0004556,              0.0004556
                     41,                  1.311,                 3.0781,                 1.3887,                0.44612,                0.21918,                0.18947,                0.09917,                 1.6959,                 2.4858,                 1.5423,               0.000416,               0.000416,               0.000416
                     42,                 1.3147,                 3.0335,                 1.3959,                0.44634,                0.21973,                0.19311,                0.09812,                 1.7191,                 2.4812,                 1.5691,              0.0003764,              0.0003764,              0.0003764
                     43,                 1.2793,                 3.0179,                 1.3641,                0.50587,                0.21503,                0.19496,                 0.1018,                  1.707,                 2.4609,                 1.5539,              0.0003368,              0.0003368,              0.0003368
                     44,                 1.3371,                 3.0755,                 1.3967,                0.50472,                0.19297,                0.19353,                0.09927,                 1.6913,                 2.4507,                 1.5313,              0.0002972,              0.0002972,              0.0002972
                     45,                 1.2906,                 3.1173,                  1.362,                 0.5051,                0.21068,                0.18832,                0.09801,                  1.699,                 2.4457,                 1.5385,              0.0002576,              0.0002576,              0.0002576
                     46,                 1.2645,                 3.0038,                 1.3669,                 0.5803,                0.16922,                0.18538,                0.09418,                 1.7418,                 2.4678,                 1.5655,               0.000218,               0.000218,               0.000218
                     47,                 1.2715,                 2.9576,                   1.34,                0.69547,                0.16065,                0.18043,                0.09652,                 1.6968,                 2.4588,                 1.5365,              0.0001784,              0.0001784,              0.0001784
                     48,                  1.308,                 2.9371,                 1.3875,                0.56308,                0.17864,                 0.1804,                0.09819,                 1.6868,                 2.4721,                 1.5329,              0.0001388,              0.0001388,              0.0001388
